Influencer_Id;Post_Id;Post_URL;Number_of_comments
326303;124658646;http://paniekscelencja.blogspot.com/2015/06/vans-classic-warsaw.html;-1
2384516;131770156;http://manufeildel.com.au/2015/07/how-to-keep-herbs-fresh-for-longer/;-1
904021;139012537;http://www.somethingswanky.com/30-muffin-recipes/;-1
2098086;139785162;http://www.copykat.com/2015/08/16/pressure-cooker-pinto-beans/;0
1463983;59029787;http://www.pearldaisyblog.com/invisalign-completed/;5
919106;140942557;https://www.lisaleonard.com/blog/san-luis-obispo/sister-birthday-2015;10
983915;13850660;http://www.inspiredbypleuni.blogspot.com/2014/04/kingsday-was-awesome.html;-1
325870;140877594;http://cheetahisthenewblack.com/sage-cleansing-ritual/;4
9466;139975198;http://www.classygirlswearpearls.com/2015/08/poppy-red.html;28
325874;139984843;http://www.extrapetite.com/2015/08/ann-taylor-friends-family-sale-keepers.html;25
1050633;122259941;http://ciarale.com/2015/06/12/booty-bump-guide-is-finally-here-build-your-booty/;0
751067;121262866;http://ginalacoco.pixnet.net/blog/post/111009622;-1
749690;140884492;http://www.whatoliviadid.com/2015/08/interview-with-emma-gannon.html;12
924889;56634143;http://shopaholicnicolblog.blogspot.com/2014/11/brandnooz-box-rijen.html;-1
1657780;139934938;http://www.alloutdoor.com/2015/08/21/remington-tweet-takes-a-swipe-at-hillary/;8
1039714;141109912;http://tracking.feedpress.it/link/7945/1659569;-1
1467733;139493111;http://www.gentlemansgazette.com/go-to-hell-pants/;14
2381815;105116334;http://muastephnicole.blogspot.com/2013/12/gold-smoky-eye.html;0
2362310;140131082;http://feeds.cruisecritic.com/~r/CC/TheLidoDeck/~3/TT9YEWCPXo0/;12
1050390;139717641;http://www.runningonrealfood.com/no-bake-mocha-brownie-bites/;2
2358466;140098155;http://www.ellejess.com/2015/08/mermaid-curls-with-elona-fusilli-penne.html;47
1958891;139090245;http://jedwardmusic.net/2015/08/17/download-leave-a-mark/;-1
1232382;133734387;http://www.dianacsaldana.com/2015/08/all-white-afternoon-stroll.html;1
748296;140881153;http://www.myshowroomblog.es/fashion/thousands-of-ties/;16
2356999;138999639;http://steamykitchen.com/40961-salt-rox-himalayian-salt-review-giveaway.html;-1
2361392;96463117;http://www.jairwoo.com/mens-watches-for-fall-daniel-wellington/;-1
2369882;113871548;http://www.rociolaura.com/2015/04/street-stylin-with-andrea.html;0
923852;137574719;http://jessicafashionnotes.com/2015/07/maxi-dress-verde-bohemio-37weekspregnant.html;-1
764878;141183222;http://www.tigerlillyquinn.com/2015/08/back-to-school-with-pisamonas-plus.html;7
900925;139001564;http://www.kalynskitchen.com/2006/08/creamed-zucchini-from-recipe-arcives.html;26
1063527;22413210;http://sugarssweetstitches.com/2014/01/09/if-you-hear-a-v/;-1
1072246;134084513;http://sarakristinblog.de/karo/;-1
1674867;122234714;https://ampi40m.wordpress.com/2015/06/18/buscando-angeles-finde/;-1
755471;116828399;http://glampaula.pl/haul-zakupowy-maj-2015/;9
925899;139128524;http://organizingmadefun.blogspot.com/2015/08/hide-that-ugly-thing.html;11
1308353;132459564;http://www.blogdaleoliveira.com/2015/07/look-cheiro-de-primavera.html;-1
46357;139978443;http://www.aspoonfulofstyle.com/2015/08/fall-inspiration.html;22
1272443;133752481;http://www.norsemyth.org/2015/07/lfrics-life-of-st-edmund.html;0
780652;140016145;http://www.popsugar.com/love/Michael-Fassbender-Sexy-GIFs-32163714;0
879773;12863175;http://www.etcllymlrs.com/2014/04/overnight-beauty-basics.html;-1
927124;140945309;http://mommyshorts.com/2015/08/say-cheese-its-back-to-school.html;-1
1369231;139198117;http://whatsgabycooking.com/double-chocolate-chip-caramel-cookies/;12
756960;140892668;http://www.laurabadura.com/2015/08/torn-temptation.html;3
1645864;137935808;http://www.crumbblog.com/2015/08/wimbledon-strawberry-and-cream-parfaits.html;8
876189;141132730;http://www.thriftydecorchick.com/2015/08/gaining-kitchen-storage.html;14
13245;2408455;http://mypreciousconfessions.blogspot.com/2013/08/dark-romance.html;12
2062785;139781215;http://leelalicious.com/dairy-free-naturally-sweetened-condensed-milk/;9
8975;135545806;http://www.theglamourai.com/2015/08/peter-lindbergh.html;-1
1323947;139919243;http://www.stitchandunwind.com/crochet-baby-booties-giddy-up-cowboy/;-1
45167;139979196;http://theivorylane.com/2015/08/21/fancy.html;31
1030860;130524977;http://lameandviolent.blogspot.com/2015/07/vlogs.html;-1
1559364;139527173;http://www.onenailtorulethemall.co.uk/2015/08/little-ondine-water-based-nail-polish.html;9
897492;137507208;http://www.daramuscat.com/2015/08/how-to-balance-between-virtuality-and.html;-1
1034957;141105452;http://www.cookingclassy.com/2015/08/peach-salad-with-grilled-basil-chicken-and-white-balsamic-honey-vinaigrette/;4
879226;140035450;http://www.thepolishedmommy.com/2015/08/sally-hansen-insta-ombre.html;6
918008;140942408;http://missmustardseed.com/2015/08/the-antique-hodgepodge-potting-bench/;30
2359657;140113991;http://www.luxurytraveldiary.com/2015/08/no1-airport-lounge-review-gatwick-north-terminal/;-1
930584;140948083;http://tinkerlab.com/12-easy-creative-table-prompts-for-kids/;1
757012;122748950;http://www.violetlebeaux.com/2015/06/birthday-add-photo/;1
2391108;129995773;http://www.mccallofthewild.com/chiquita-banana/;17
2147928;66446933;http://lepaslokan.blogspot.com/2014/09/4k-Blu-ray-disc-and-player-Mar-Jun-2015.html;-1
1052477;141126915;http://divinelifestyle.com/buca-di-beppo-feed-4-for-40-bucadibeppo-reasontobuca-bucalove/;-1
326187;140889237;http://www.myshowroomblog.es/fashion/summer-outfit/;32
1050487;138995937;http://thatfitnesslife.blogspot.com/2015/08/le-pain-quotidien-london-eats.html;4
756226;138159556;http://lovebyn.com/2015/08/15/ibo-maraca/;-1
2120839;139789217;http://divinelifestyle.com/go-back-to-school-with-rice-krispies-smoothie-bowls/;-1
2286942;131463448;http://alicia-carvalho.com/blog-post/lt-ss15-look-book/;-1
2357404;121077466;http://nordicdesign.ca/iittala-introduces-glass-wall-art-collection/;-1
2109538;139785990;http://www.thenaptimechef.com/2015/08/back-to-school-pasta-dinners-with-ragu/;0
45341;140869304;http://www.stephaniesterjovski.com/2015/08/in-flight-skincare.html;2
1607074;137511502;http://migrationology.com/2015/08/restoran-kapitan-restaurant-penang/;-1
47106;139481823;http://www.chloeting.com/back-to-school-outfit-ideas/;4
2363303;140142095;http://styleforahappyhome.com/how-to-make-the-most-of-a-bargain-price-without-buying-what-you-dont-need/;-1
2364304;131502070;http://www.sweetsugarbean.com/2015/07/kitchen-sink-cookies-farm-to-table.html;4
756650;140929482;http://cupcakesandkalechips.com/banana-peanut-butter-and-chocolate-chip-cheesecake-frozen-yogurt-pops/;-1
2379805;105095943;http://www.gabeflowers.com/2013/09/family-photos.html;4
932124;122739933;http://www.pinksith.com/2015/06/star-wars-force-awakens-makeup-line-by.html;8
2362879;138142100;http://littlebigbell.com/the-datai-langkawi-a-hotel-in-paradise/;-1
13217;43496835;http://raspberryandred.blogspot.com/2014/09/new-york-and-goteborg-in-squares.html;-1
748567;132522901;http://gizeleagogo.blogspot.com/2015/07/williansburg.html;11
754659;140903223;http://www.gianmariasainato.com/sapri-cilento-italy-estate-2015/;7
2357613;119551820;http://www.thebelvedereblog.com/2015/06/summer-goals.html;0
926716;11132218;http://daretodoityourself.blogspot.com/2012/09/diy-project-leather-collage.html;1
1084558;139130054;http://www.morganasantana.com/2015/08/lollita-para-ca.html;-1
1231507;139297378;http://www.quirkycooking.com.au/2015/08/fermented-salsa/;6
746425;141187855;http://www.rocknrollbride.com/2015/08/retro-and-superhero-themed-wedding-at-a-movie-theatre/;-1
931806;140948557;http://sosueme.ie/the-hair-and-beauty-room/what-is-tantouring-how-to-do-it/;0
941128;114329283;http://www.femmefatalebyjeh.com/2015/05/look-plus-size-gorda-de-cropped-sim.html;19
958746;13929136;http://elizabethbaileywish.wordpress.com/2014/04/30/green-and-black-set/;-1
756016;140907313;http://idressmyselff.blogspot.com/2015/08/asos-weekend-wish-list.html;8
882789;132584358;http://www.nailzcraze.com/2015/07/the-color-of-love.html;13
1870932;139768443;http://www.golmundial.net/2015/08/el-nuevo-fichaje-del-real-madrid.html;0
767939;112792490;http://jasmineblu.blogspot.com/2015/05/too-faced-makeup-collection.html;20
748718;139990618;http://beauty-fashion-shopping.pl/2015/08/18/pastelowy-look/;-1
2212100;139797344;http://www.diyncrafts.com/14225/repurpose/from-tea-to-decor-25-gorgeous-projects-to-upcycle-old-teacups;1
1977904;58961524;http://diastasisrectified.com/2013/09/06/throwing-in-the-gym-towel/;20
1089938;141239872;http://flavorwire.com/534707/quentin-tarantinos-distaste-for-arty-things-is-nothing-new/;-1
1573827;140022470;http://www.designweek.co.uk/jason-kelly-businesses-owned-by-black-people-are-not-very-visible-in-uk-society/;-1
1488738;137920594;http://beafunmum.com/2015/08/peppa-pig-fathers-day-printable/;-1
1147276;140434967;http://rchreviews.blogspot.com/2015/08/awesome-life-friday-31.html;0
2214148;139686571;http://reviews.mtbr.com/jamis-defcon-27-5-enduro-bike-line-up-launched;5
325072;139323293;http://www.llymlrs.com/2015/08/i-moved.html;60
768274;140913521;http://www.15minutebeauty.com/2015/08/weekend-reads-from-beauty-spotlight-team.html;0
757381;140000066;http://www.letzmakeupblog.com/2015/08/the-easiest-way-to-apply-foundation.html;0
47149;139760603;http://fashionisima.es/2015/08/el-vestido-de-prada-que-ya-esta-en-todas-las-portadas.html;1
1458082;139474235;http://www.beneathmyheart.net/2015/08/my-1-struggle-in-life/;52
890916;138302147;http://www.inmysundaybest.com/2015/08/vertical-stripes.html;23
748134;18261931;http://shelleymulshine.com/2014/05/15/f12-terrassen-2014-opening/;-1
1518394;130853130;http://ssarusska.blogspot.com/2015/07/pielegnacji-stop-podczas-wakacji.html;45
1292078;137124947;http://www.mummymummymum.com/2015/08/09/a-tennis-adventure/;-1
991341;140290613;http://www.candypop.uk.com/2015/08/21/5-home-display-tips-styling-the-seasons/;10
1104479;139155231;http://www.franciny.com.br/2015/08/franresponde-viagens-sonhos-estudos.html;0
45731;127531663;http://www.fashionfilth.com/2015/07/ootd-high-shine-bomber.html;8
1920871;139766642;http://www.peasoupeats.com/2015/08/19/make-do-salad-bowl/;-1
2055919;139796867;http://www.generacionkpop.net/2015/08/se-revela-que-cantante-de-43-anos-es.html;3
1031468;28310831;http://themaquillage.com.au/2014/06/02/good-skin-inside/;0
1760983;141135419;http://tinaturnerblog.com/2015/08/23/mighty-high-in-mexico/;5
325742;138645531;http://hespokestyle.com/how-can-i-make-shirt-pants-interesting/;3
748166;140898260;http://www.violet-ell.com/2015/08/blog-post_626.html;-1
945203;140954335;http://theneotraditionalist.com/2015/08/18/boden-fall-2015-collection/;4
1051129;141218560;http://weddingsparrow.co.uk/2015/08/25/glamorous-bridal-session-inspiration-in-bold-color/;0
879490;140102942;http://www.abowlfulloflemons.net/2015/08/book-club-selection-september-2015.html;-1
882934;92577107;http://thepolishhoochie.blogspot.com/2014/12/some-fun-holiday-nails.html;0
1355931;139194558;https://yoast.com/creating-trust-testimonials/;-1
1077153;141183595;http://grist.org/climate-energy/big-oil-hates-a-california-climate-bill-so-much-that-its-telling-outright-lies-about-it/;-1
894156;127331872;http://www.ladolcevitablog.com/2015/07/06/this-weeks-quote-380/;3
1485888;139500662;http://cococakeland.com/life/opposite-cake/;-1
2362303;102563315;http://www.spacesbyalexis.com/amsterdam-handbag-designer-amal-ledrham/;-1
1049817;139564418;http://undressedskeleton.tumblr.com/post/126824516185;-1
1191533;139901204;http://www.primalpalate.com/paleo-blog/simple-grilled-pork-chop-recipe-reset-and-thrive-paleo-library/;0
756764;140093787;http://www.thelittlekitchen.net/avocado-toast-with-smoked-salmon/;6
1022619;141175703;http://www.mommypotamus.com/adrenal-fatigue-treatment/;19
1084412;137078439;http://chrisguillebeau.com/after-the-wave/;-1
2357455;131527325;http://www.designhunter.co.uk/home/2015/7/15/sunday-edition;1
2380691;140491045;http://www.mllrdesign.com/?p=819;0
902856;140940982;http://showstudio.com/blog/post/goon_club_allstars_x_beentrill_mix;-1
1034320;141263092;http://poshonabudget.com/2015/08/giveaway-and-opps-listing.html;0
927369;110620305;http://www.bakeaholicmama.com/2015/05/goodbye-bakeaholic-mama-hello-ollie.html;82
980663;141019364;http://olivedragonfly.blogspot.com/2015/08/light-and-dark.html;0
885989;139475606;http://thehousethatlarsbuilt.com/2015/08/day-41-of-dress-the-rainbow.html/;2
754246;106882226;http://4fs4ever.blogspot.com/2015/03/super-moon-eclipse.html;0
891246;9310101;http://windsor-store.blogspot.com/2013/08/today-on-polyvore.html;0
1464213;137443647;http://the-urbannomad.blogspot.com/2015/08/easy-summer-style-sleeveless-button-down.html;0
2379395;130819384;https://deezdazzlingdesigns.wordpress.com/2015/07/20/omd3-nail-art-challenge-love/;-1
325963;140878994;http://www.ladolcevitablog.com/2015/08/24/this-weeks-quote-387/;4
765378;93551090;http://www.swalkermakeup.com/our-stay-with-citizenm-amsterdam/;0
1053797;139432623;http://www.momontimeout.com/2015/08/bananas-foster-smoothie-recipe/;27
1416789;139218682;http://elartedelaestrategia.blogspot.com/2015/08/las-3-decisiones-que-controlan-tu.html;4
748125;116758854;http://ebbazingmark.devote.se/blogs/29907478/foersta-inlaegget-fraan-kvaellssolens-land.htm;0
1805574;139761495;http://elartedelaestrategia.blogspot.com/2015/08/personas-que-piensan-con-el-corazon.html;2
769603;140089995;http://www.topwithcinnamon.com/2015/08/diy-chocolate-hobnob-biscuits-cookies.html;56
930863;140103015;http://theinspiredroom.net/2015/08/19/gather-back-to-school-with-pretty-desk-supplies/;-1
2474442;140708088;http://www.morgandemeola.com/blog/redken-frizz-dismiss/;-1
1619438;135131085;http://www.blogdaje.com/para-manter-o-bronze/;0
1735395;140045171;http://ajnoffthecharts.com/2015/08/21/in-a-changing-health-care-landscape-narrowing-options-for-older-rns/;3
1452527;132461635;http://bizbeatblog.dallasnews.com/2015/07/fedex-office-shows-off-its-new-world-headquarters-in-plano.html/;22
781104;140934798;http://www.sfilate.it/251675/arrivano-le-yeezy-boost-350-in-versione-total-black;0
2357400;140094290;http://www.thedesignchaser.com/2015/08/natural-selection.html;2
878360;140936761;http://www.loveandoliveoil.com/2015/08/kitchenaid-torrent-blender-giveaway.html;1
2364192;140147807;http://www.designhunter.co.uk/blog-home/2015/8/16/summer-break;0
1338365;141101544;http://unoemilio.com/2015/08/24/fv/;10
1825726;140801800;http://radiotvtalk.blog.ajc.com/2015/08/23/random-questions-about-season-6-of-walking-dead/;-1
326255;131349006;http://www.friendinfashion.com.au/2015/07/the-watch-edit.html;12
1193530;139902530;http://www.iamareader.com/2015/08/daring-hearts-boxed-set-for-just-99-cents-clean-romance.html;-1
1027367;141091170;http://witanddelight.com/2015/08/back-to-school-for-grown-ups/;6
879568;140036944;http://www.mamalaughlin.com/2015/08/24-day-challenge-biggest-loser-ii.html;0
1454841;139468316;http://munaluchibridal.com/friday-reads-five-new-york-times-bestsellers-summer-read/;-1
18300;140881318;http://www.friendinfashion.com.au/2015/08/70s-vibes.html;7
2177987;139814911;http://www.andnextcomesl.com/2015/08/more-non-food-sensory-bin-fillers-for-kids.html;0
1014337;139914264;http://www.blogwalk.de/style-roulette/wilmersdorf-during-golden-hour-14958.html;-1
2367536;140168379;http://thebeachpeople.com.au/2015/08/wanderlust-greek-islands/;-1
954627;140704701;http://blissno9.com/2015/08/23/my-morphe-custom-single-eyeshadow-palette/;-1
2385128;136175739;http://www.jonnydrubel.com/dos-and-donts-of-tinder/;4
1075301;133712923;https://driftingpages.wordpress.com/2015/08/02/8-ways-reading-can-help-with-depression-and-anxiety/;-1
928759;140946308;http://phyrra.net/2015/08/nars-audacious-mascara-review.html;20
944314;125599252;https://parisapartment.wordpress.com/2015/06/30/a-swinging-love-triangle/;9
23193;139849535;http://www.kaylahadlington.com/2015/08/have-you-nothing-to-say.html;9
1902912;114709735;http://www.bibleprophecyblog.com/2015/05/the-coming-kingdom-part-37.html;-1
751767;133828252;http://streetetiquette.com/venue-coming-home-leon-bridges-ft-joekenneth-museau/;5
1366656;139385654;http://nameeroslan.blogspot.com/2015/08/tabungan-sspn-i.html;8
1144682;28059186;http://annalaurakummer.blogspot.com/2013/09/ootdersterschultag.html;-1
326367;140878283;http://www.lateafternoonblog.com/2015/08/diy_perfect_flat-iron-waves.html;-1
1468727;109237653;https://selfserviceuk.wordpress.com/2015/05/01/from-sketch-pad-to-street-style-a-journey/;-1
48126;140268601;http://www.shefinds.com/2015/cant-handle-the-heat-4-ways-to-deal-with-excessive-sweating/;0
2357814;124553701;http://amongotherthings.dk/pause-pa-bloggen/;-1
1448048;138816775;http://dropdeadgorgeousdaily.com/2015/08/how-to-figure-out-what-you-want-to-do-with-your-life/;-1
2370712;140181357;http://www.jesshannah.com/uncategorized/onesie-wonders/;-1
47098;141008054;http://nitrolicious.com/2015/08/24/adidas-originals-by-rita-ora-fallwinter-2015-space-shifter-pack/;0
893944;69251839;http://d-is-for-dazzle.blogspot.com/2014/03/nieuwe-website.html;-1
782628;139282079;https://bolsasfg.wordpress.com/2015/08/19/colecao-especial-da-havaianas-princesas-da-disney/;-1
1033209;141233925;http://www.meninicesdavida.com.br/2015/08/familia-simplicidade-e-geracao-umbigo_25.html;18
1038183;141199790;http://www.popsugar.com/smart-living/Expert-Travel-Tips-31926521;-1
2408149;140589523;http://www.blogwalk.de/style-roulette/wilmersdorf-during-golden-hour-14958.html;-1
1274072;139172139;http://www.sugarysixpack.com/quinoa-parmesan-crusted-chicken/;-1
2427444;140519672;http://desiresbyus.blogspot.com/2015/08/blog-post.html;-1
47104;140873331;http://www.stylishbynature.com/2015/08/6-rules-for-track-pants-trend-autumn.html;9
1537299;139524808;http://thegraphicsfairy.com/tropical-leaves-printable/;2
1572654;137497499;http://www.jessicasmithtv.com/5-ways-to-improve-your-health-today-in-5-minutes-or-less/;-1
2365127;126780404;http://www.ingasilberg.com/2015/07/freedom-to-read-giveaway.html;2
47041;132030601;http://www.justdandy.org/2015/07/outfit-floral-dreams.html;-1
910808;140753886;http://www.styloly.com/2015/08/summer-vibes.html;71
2562810;141150109;http://athariblogger.blogspot.com/2015/08/makeup-of-day.html;0
898556;130353222;http://www.cookingandme.com/2015/07/fish-curry-recipe-with-coconut-milk.html;5
743683;141106085;http://www.savvyhomeblog.com/gab-loves-late-summer-style/;0
1215478;137100323;http://www.pragmaticmom.com/2015/08/rainforest-books-for-kids/;9
936728;129357099;http://www.mummyandannie.com/2015/07/mi-experiencia-con-hp-sprout.html;5
886083;140945721;http://mixandmatchmama.blogspot.com/2015/08/meal-planning-monday-99.html;3
885475;140945340;http://shullfamily.blogspot.com/2015/08/bonjour-vacation-days-9-12-oui-oui-its.html;53
2361164;140125788;http://www.madaboutthehouse.com/househunter-2115/;-1
1460479;139478908;http://coolmaterial.com/steals/avi-8-hawker-harrier-ii-watch-72-off/;-1
1473582;130831607;http://sinbymannei.com/en/rock-roll/;-1
2480131;140602618;http://seanxlong.blogspot.com/2015/08/ben-affleck-batman-asks-christian-bale.html;0
45162;139977139;http://www.kendieveryday.com/2015/08/the-usual.html;30
949196;139493579;http://www.kendieveryday.com/2015/08/fall-ready.html;41
1451761;139987925;http://momsla.com/best-moms-night-destinations-los-angeles/;-1
1582400;139547708;http://www.bunsinmyoven.com/2015/08/16/easy-meal-plan-sunday-8/;-1
886768;140086002;http://simpleasthatblog.com/2015/08/25-amazing-avocado-recipes.html;1
33431;140877465;http://andreabadendyck.blogg.no/1440407289_my_weekend.html;8
325736;133817686;http://mylusciouslife.com/pictures-of-pool-house-tennis-pavilions-design/;-1
1549417;139529423;http://thrifty-home.co.uk/10-mistakes-dont-want-make-buying-furniture/;-1
1019082;140862395;http://tr3ndygirl.com/biomed-organic-medical-skin-care/;4
2437057;131895930;http://www.greatgoogamoogas.com/where-im-at/;-1
749923;11884038;http://www.linadelika.com/2013/07/summer-desserts.html;-1
326233;140890320;http://www.fashiongonerogue.com/forver-21-back-school-fall-2015-campaign/;1
1311153;120492121;http://www.jennifermakeupglam.com/2015/06/look-114-inspirado-edurne-eurovision.html;8
2377175;104920154;http://www.sugarscarfbyriqa.com/2013/07/kayla-collection.html;-1
2364270;140082818;http://feastpb.blog.palmbeachpost.com/2015/08/21/6278/;-1
1292085;140422765;http://babybudgeting.co.uk/parklives-free-local-activities-for-all-the-family/;-1
1448779;140046736;http://www.thefashionspot.com/buzz-news/latest-news/631659-v-magazine-kate-upton-miranda-kerr/;0
2002787;139773651;http://handsandhustle.com/leons-launches-hello-yellow-psst-im-a-blogger/;1
1453173;141143656;http://thebeatdfw.com/2805892/ten-years-after-katrina-soledad-obrien-recounts-the-devastation-in-new-orleans/;0
953493;132859057;http://catesthill.com/2015/07/31/styling-the-seasons-july/;-1
1273109;141135891;http://montrealgazette.com/news/local-news/uber-taking-on-taxis-on-day-of-protest;4
1170910;138557350;http://youarenotsosmart.com/2015/08/17/yanss-056-what-magicians-con-artists-and-scammers-can-teach-us-about-humility-and-humanity/;-1
326294;135407079;http://www.coopstyle.com/2015/07/bad-girl.html;-1
1029475;138941904;http://youshineblog.blogspot.com/2015/08/normal-0-false-false-false-en-us-x-none.html;0
910307;140238805;http://www.lover4fashion.com/2015/08/mini-makeup-fashion-haul-styles-by-fash.html;0
15842;140868476;http://www.makelifeeasier.pl/moda/look-of-the-day-89;148
1239570;103514113;http://www.makefashioneasier.pl/bez-kategorii/top5-najlepsze-stylizacje-zagranicznych-blogerek-z-poprzedniego-miesiaca-4/;4
1413119;132490474;http://sparklingdivadiaries.blogspot.com/2015/07/summer-barbie-look.html;2
1286130;139177469;http://nomadicsamuel.com/video-blog/the-perfect-day-in-paris;-1
765077;140934052;http://www.amummytoo.co.uk/2015/08/walt-disney-world-magic-kingdom-park/;2
1453462;139513416;http://www.baby.co.uk/mum_stories/five-reasons-kids-have-been-good-for-my-marriage/;0
1063976;138923358;http://www.thespunkycoconut.com/2015/08/chianty-braised-elk-stew-from-eating-appalachia/;7
1528397;138561902;http://www.nomadicmatt.com/travel-blogs/how-to-overcome-anxiety/;42
2364374;140149677;http://www.yearoftheyes.com/the-bridge-bidford-on-avon/;-1
326192;138446035;http://www.dfashion.me/2013/02/my-bedroom.html;9
1973261;139769886;http://ultimate-rihannas.com/2015/08/15/rihanna-parties-in-new-york-2/;0
2364228;130810329;https://nestleusa.wordpress.com/2015/07/16/warm-weather-favorites-finger-fare-at-its-best/;-1
942236;140952603;http://glutenfreegirl.com/2015/08/fresh-ricotta-bowl/;4
2420301;109622094;http://www.coachcalorie.com/eating-fat-will-help-you-lose-fat/;0
1448016;141119329;http://malled.blog.palmbeachpost.com/2015/08/24/village-commons-publix-to-open-in-november-shopinng-center-says/;-1
760880;136418188;http://www.dreachong.com/2015/08/dempsey.html;0
924763;140987085;http://www.petralovelyhair.com/2015/08/ootd-palazzo-pants-palacove-kalhoty.html;-1
1080759;139755807;http://www.blogher.com/mask-south-side-moms-are-working-keeping-kids-safe;0
1157169;140384869;http://fatmumslim.com.au/photography-ways-play-light/;6
1055049;141270310;http://www.wildandgrizzly.com/2015/08/harptree-court-with-canopy-stars.html;3
1050841;37011466;http://www.cleaneatingsurvivalguide.com/blog/2013/12/2/my-recommended-top-supplements-for-women;1
1573828;133058098;http://catesthill.com/2015/07/31/styling-the-seasons-july/;-1
1665722;141133068;http://catesthill.com/2015/08/25/my-guest-roomhome-office-makeover-before-after/;2
1189500;140654984;http://www.themorasmoothie.com/2015/08/how-to-make-cool-pair-of-galdiator.html;18
899570;139485202;http://theconfessionsofahairstylist.com/blog/2015/8/14/glam-seamless-extentions-how-to;0
758826;138472733;http://www.makeuptalk.com/f/topic/137635-fortune-cookie-soap-autumn-box-2015/;-1
10758;2693943;http://love-aesthetics.blogspot.com/2013/07/d-i-y-casette-case-iphone-holder.html;48
47202;140093027;http://threadsence.com/Blog/stay-tuned-go-time/;-1
